id,date,score,title,uid,content
159353805,2019.6.19 10:38,4,,暴走万水千山xxk,这是新加坡的地标，狮尾鱼正对着帆船酒店。这里人非常多尤其是旅游团的，都会带到这里打卡。位置挨着新加坡美术馆与国会，但是需要用谷歌导航才找得到。
159337787,2019.6.17 22:19,5,,轻快的行走脚步,可说鱼尾狮是新加坡的象征，位于滨海湾的鱼尾狮公园很不错，现代化都市里的城市公园，环境很好，鱼尾狮本身不大，还可以喷水，是很多游客拍照的好地方！
159325432,2019.6.16 22:28,4,,望天树宝贝,公园不大，不过在这里拍照的人很多
159306193,2019.6.15 15:23,5,,juki235,新加坡的鱼尾狮公园是新加坡的象征，高8.6米，重70吨的鱼尾狮雕像，在高楼大厦的映衬之下显得袖珍而小巧，却依旧吸引着全球游客的目光。而站在这里，却可以将整个滨海湾的风貌一览无遗，正如新加坡这个国家，虽然小，却很精致，在大国豪强的映衬之下也毫不逊色，更是开启了一扇通向世界的窗户。鱼尾狮公园内还有另一尊高两米，重三吨的小鱼尾狮雕像，新加坡全岛经批准的鱼尾狮雕像一共有7座，其中最出名的当属这两座了。
159277921,2019.6.13 8:16,5,,pekingwang,新加坡标志性建筑，值得打卡一游
159262574,2019.6.11 22:45,5,,轻快的行走脚步,鱼尾狮是新加坡的象征，在新加坡滨海湾附近有个鱼尾狮公园这里有个鱼尾狮雕像，这个鱼尾狮雕像不大，比想象中小，面朝大海，是外地游客来新加坡的经典拍照点！
159261394,2019.6.11 21:41,4,,齐步走123,新加坡的标志性景点的，也是第一次到新加坡必拍照打卡的地方的，就在海湾的边上的，景色很不错的，从这里可以看到很多新加坡的标志性建筑的，连金沙酒店这样都可以看到
159240102,2019.6.10 9:45,5,,新生小胖,必游打卡地，来了很多次。这次还在水上看的。
159181158,2019.6.5 22:36,4,,杨坤,新加坡鱼尾狮公园，有两个鱼尾狮，其中一个是地标建筑，鱼尾狮爸爸，另一个鱼尾狮，是鱼尾狮宝宝，就在鱼尾狮爸爸后面背对背站着。
159153002,2019.6.4 7:10,5,,申申爱熊猫,新加坡的标志性建筑，很多外来的游客在这里照相，确实很漂亮。
159137983,2019.6.2 22:44,4,,杨坤,新加坡最出名的建筑是鱼尾狮雕像，在新加坡河口，是新加坡的标志建筑，高度在8米多，重量在70吨左右，是已经故去的林浪新先生制作。
159135298,2019.6.2 19:29,5,,M515shunyi1618,鱼尾狮像公园在新加坡河的河口，鱼尾狮像的雕塑就在这里，晚上的夜景很漂亮。
159109207,2019.5.31 21:32,4,,随风而去蒲公英,因为临河临海，微风徐徐，在公园里散步也是非常惬意的
159111993,2019.5.31 21:30,4,,望天树宝贝,代表新加坡形象的鱼尾狮吐出强劲有力的水柱。公园不大，一般都是四面八方的游客。
159112759,2019.5.31 21:29,4,,蒲公英宝贝,鱼尾狮公园内设有站台、观众坐在阶梯上，就能背靠滨海湾，在星空下欣赏音乐会和精彩的表演。
159112566,2019.5.31 21:26,5,,企鹅宝贝2017,鱼尾狮公园的两尊大小鱼尾狮塑像是已故新加坡著名工匠林浪新先生用混凝土制作的。新加坡的标志性景点之一。
159113445,2019.5.31 21:24,4,,仙人掌海滩,鱼尾狮公园内设有站台、购物商店和饮食店供游人合照和休息
158996158,2019.5.29 20:54,5,,安顺富贵花,鱼尾狮公园可是是新加坡的标志和象征啊，我们穿过一条马路，就到了鱼尾狮公园了。好多人都在这里拍照留念，有多人利用错位的方式，拍出喝鱼尾狮喷出的水。大鱼尾狮的背面还有一个小鱼尾狮
158974342,2019.5.28 7:50,5,,趴在墙头,我认为这是新加坡最具有代表性的公园，真的是美极了，无法想象的那种美与美食，感觉非常可爱，而且公园旁边的高大建筑，真正代表了新加坡的繁荣与奢华。
158969037,2019.5.27 17:10,5,,qiaoleon,新加坡的地标，还是值得去看看的。
158940336,2019.5.25 8:04,5,,M12****508,新加坡标志性的建筑，整个楼也是非常的美的，而且鱼尾狮的雕塑真的是比想象的要好看，这里的夜景也是非常美的。超级喜欢在这里的感觉。
158880166,2019.5.20 9:50,5,,adgjl159,成功打卡鱼尾狮像公园！绝对的新加坡第一地标！
158853080,2019.5.17 21:30,3,,hippo****nata,地铁走过去也不近&#x20;吐槽地铁&#x20;售票机上不停的识别不出钞票&#x20;总退出来&#x20;来回换钱试了很多次才行&#x20;找人问也都不知道为什么&#x20;一个普通的雕像&#x20;没什么可看的&#x20;想打卡的随意
158841663,2019.5.17 6:11,4,,当地向导伊妹儿,国际花园城市~新加坡，鱼尾狮像公园景色不错哦！标志性的公园，随便逛逛也是不错的选择，趣味性强，性价比超高的，值得推荐给大家。
158797108,2019.5.13 17:43,3,,yygui,没想到最著名的鱼尾狮还没有洗完澡，到5月6号结束，正好是我们离开的时间，只能拍了小的鱼尾狮，太不过瘾了，和它一起拍照，感觉自己好大只啊，不能看，这次正好出的是两年多次签，看来明年一定要再去一次新加坡，没有拍到最想拍的喝水照片。要补上。新加坡确实到处绿植，很干净，全程依靠地铁，需要爆走，所以也没觉得它小。
158790304,2019.5.13 8:45,3,,白豆腐,人真的是超级多，建议大家老早就去，看个日出也不错啊！！起得来的话，哈哈！运气不好，这几天正在维修，最大的那个都不喷水，也没有灯光！！只能拍照留念了！！！！
158757223,2019.5.10 7:47,5,,我想遇到你,新加坡本身就是一个非常美的国家，而且这里是他的标志性建筑，超级美极了，而且这个造型非常的可爱又非常的生动，旁边的高楼大厦形成了一幅幅美丽的画面
158740671,2019.5.8 20:10,5,,139****1880,鱼尾狮公园（Merlion&#x20;Park），是新加坡面积最小的公园。现为新加坡的标志性景点之一，代表新加坡形象的鱼尾狮吐出强劲有力的水柱。
158739787,2019.5.8 20:09,5,,M25****4707,鱼尾狮公园位于新加坡河河口。知名的鱼尾狮像就坐落于此，这个矗立于浪尖的狮头鱼身是新加坡的标志和象征。它后面还建有一座小鱼尾狮像与之相伴，与大鱼尾狮呼应，从口中喷射水柱。
158708881,2019.5.6 15:03,4,,M59****109,其实真没意思～看看夜景还行～。
158646640,2019.5.3 13:30,4,,大雷头是一座山,景色不错&#x20;适合拍照&#x20;但是可玩性不大
158544005,2019.4.26 13:40,5,,yi****214,来新加坡&#x20;一定要来看鱼尾狮呀&#x20;离MRT有一段小距离&#x20;游客非常多&#x20;公园隔着海的对面是金沙酒店&#x20;天气好的话&#x20;可以拍到很美的景色&#x20;还有摩天轮也再对面
158544567,2019.4.26 13:24,5,,320****987,在这里合了影，小朋友极其不配合，她在地上到处乱跑，表示很兴奋，一刻也停不下来的节奏。在附近吃到了传说中的榴莲棒冰，很香，吃的超爽
158543714,2019.4.26 13:21,5,,M31****5916,我是在傍晚日落前来的，在狮头鱼尾像附近拍到了些最喜欢的照片，一直待到了这一带的灯光亮起。附近有很多免费演出，尤其是不要错过激光表演。
158543980,2019.4.26 13:05,5,,M31****4522,停留不到10分钟，拍拍照就离开了，因为这里是观光客的必游景点，所以人满多的，拍照都是人，另外从这里可以拍到整个金沙酒店。值得前来。
158544830,2019.4.26 13:02,5,,M51****565,在新加坡总共有三个地方有鱼尾狮雕像，鱼尾狮公园是最先有也是最有代表性的，这里的鱼尾狮背后有新加坡的高楼相衬，隔着海湾又跟新加坡的另外一个地标，金沙酒店，遥遥相望。到了晚上这里的夜景相当迷人，还可以看到金沙酒店的灯光秀，白天晚上可以各来一次，看到的感觉会大不相同。
158541013,2019.4.26 8:51,5,,M30****1190,从捷运站莱佛仕坊站H出口沿着河岸走10分钟以内会到&#x0A;这是新加坡的地标一定要来照照相&#x0A;大鱼尾狮后还有一只小只的别错过&#x0A;对面还可看到金沙酒店和摩天轮
159099054,2019.4.23 11:54,0,,苏一潞,打卡新加坡地标：鱼尾狮雕塑&#x20;鱼尾狮是新加坡的象征，到了新加坡，一定要跟鱼尾狮合影留念。鱼尾狮公园的鱼尾狮就在新加坡河边，对面是金沙酒店。鱼尾狮的嘴里源源不断地喷水，代表源源不断的财富。大家纷纷摆出手捧喷泉，或者张嘴接喷泉的错位pose，来接受这份财运。清晨七八点时人不多，可以尽情拍照，等到8点半以后，游客就变多了，拍照也要排队。需要注意的是，有时候喷泉的水很大，会随着风吹向游客，拿相机正面拍照，会把相机镜头淋湿（亲测）。其实拿手机拍照也不错的。
159104436,2019.4.21 15:47,0,,当光圈恋上快门,【狮城地标——鱼尾狮公园拍照攻略】&#x20;鱼尾狮，是一种虚构的鱼身狮头的动物，为新加坡市中心著名喷水雕塑，位于鱼尾狮公园（Merlion&#x20;Park）内，是新加坡的城市地标。&#x20;⛳地址：浮尔顿一号，位于浮尔顿酒店（The&#x20;Fullerton&#x20;Hotel&#x20;Singapore）正前方&#x20;介绍：公园占地面积不大，旅游旺季时会稍显拥挤。公园正对面就是滨海湾金沙酒店（Marina&#x20;Bay&#x20;Sands），滨海湾金沙艺术科学博物馆（ArtScience&#x20;Museum）和飞行者摩天轮（Singapore&#x20;Flyer）。&#x20;器材：Nikon&#x20;D7000＋18-105，50&#x20;F1.8，三脚架，ND滤镜，快门线等&#x20;拍摄技巧：&#x20;1⃣用广角镜头将海湾对面的特色建筑收入取景器内，若晚上拍照，可配合三脚架用慢门拍摄，捕捉海湾内行驶的游船的光轨&#x20;2⃣可以把鱼尾狮喷泉雕塑作为前景，与对面三座建筑合影，运用慢门既可以将喷泉水柱雾化，也可以将游客模糊化，拍摄出与众不同的“合影”&#x20;3⃣与公园同侧的滨海艺术中心（Esplanade&#x20;-&#x20;Theatres&#x20;on&#x20;the&#x20;Bay）——这座以昆虫的复眼为灵感的建筑，也是摄影爱好者不容错过的。同样运用慢门拍摄，既可以将游客模糊化，又能增加暗部细节&#x20;4⃣若在白天前往，还可以与鱼尾狮雕塑进行创意摆拍，如拍摄“网红饮水图”和“网红洗头图”等。&#x20;交通：地铁NS线、EW线到市政厅站（City&#x20;Hall）下车或乘坐10、57、70、75等路公交车至Fullerton&#x20;Sq站下车。&#x20;☔气候：新加坡属于热带雨林气候，早晚气温变化不大，雨量充足，空气湿度高，雨具应随身携带。
158480711,2019.4.21 8:02,5,,素素77,鱼尾狮像公园很小，但却是新加坡的标志和曾经的地标性建筑（后来，其地标性建筑的地位被滨海湾金沙取代）。每一位前来新加坡的游客，都不会错过这个地方的。拍照的游客多到数不胜数。
158477211,2019.4.20 21:50,5,,yi****214,鱼尾狮已经完全成为新加坡的首张名片。鱼尾狮公园周围还聚集了很多新加坡著名的地标性建筑，比如帆船造型的金沙酒店、榴莲造型的滨海艺术中心等。
158478383,2019.4.20 21:38,5,,320****987,走到鱼尾狮公园，没有看到鱼尾狮喷泉，我还以为走错了地方，结果发现鱼尾狮喷泉被搭上了绿布，在进行修缮，真的是很可惜了。不过好在金沙酒店的风景还是很美的。
158477702,2019.4.20 21:31,5,,M31****5916,鱼尾狮公园主要就是看新加坡标志鱼尾狮，人很多，各国游客络绎不绝，想拍照真的很难。不过新加坡CBD为背景，对面是金沙酒店整体景色还是不错的。夜晚尤其漂亮。
158468316,2019.4.20 6:19,5,,elsashen0529,新加坡的标志性建筑，鱼尾狮像，游客很喜欢在这里拍照片，可以凹处好多造型，非常有趣，很生动，公园很适合百姓游人休憩，绿意盎然
159068933,2019.4.19 23:56,0,,菜菜子Joe,新加坡地标必打卡鱼尾狮公园&#x20;新加坡鱼尾狮公园，我想是享誉全球的知名景点了吧，只要是来到新加坡的游客必定都会来这里打卡，而且在这里打卡，游客们也是费劲了心思，想要与那个巨大的鱼尾狮喷泉进行互动合照，也是非常可爱了。当然这里也是当地人钟爱的散步运动的地方，除了游客你还会看到正在跑步的当地人，也是很生活了。&#x20;来鱼尾狮公园打卡当然不只是因为鱼尾狮喷泉，在这里还可以看到众多的新加坡经典建筑，比如维多利亚剧院、莱佛士铜像，还有湖对面著名的船型顶部的金沙酒店。所以鱼尾狮公园无时无刻都是充满了游客，当然很多旅游团会一早就带游客过来，白天的景色会更为明亮，当然我个人会建议傍晚时分过来，因为傍晚时分炎热的气温渐渐散去，而且还会看到落日的余晖照射在金沙酒店上特别漂亮，找个能够坐下来的地方，吹吹风，看看景，和朋友聊聊天，静静地等待夜幕降临，此时的鱼尾狮公园就会变了个模样，变得光彩夺目！而且晚上准点还会有音乐灯光喷泉秀，这个也是绝不可错过的哦！加上周边建筑的灯光夜景，也是非常绚丽的。
158467978,2019.4.19 23:33,5,,M30****1190,此次出行时间已经是错峰冷门时间，但是这里还是人山人海，很多旅行团都把人往这带，休想凑近去照相我和麻麻只好和广场一只小狮子合影了。&#x0A;总的来说，鱼尾狮这边比较无聊，可能因为满眼都是人，我们没有过多停留就回乌节路啦。
158450866,2019.4.18 12:43,5,,精灵背包游侠,闲逛附近的滨海艺术中心——榴莲剧场，外形非常像榴莲。鱼尾狮当然是游览新加坡的重要标志了，广场公园雪白的鱼尾狮不断喷水，附近高楼密集林立到处是花草树木，整洁得完全看不到一点垃圾，市容真是一流！继续乘车去参观政府大楼广场。晚上到“老巴萨”饭店吃马来人沙爹串等美食。
158448690,2019.4.18 10:10,5,,co****ean,新加坡的鱼尾狮像公园真的太红了，一定要来看看。晚上从克拉码头步行过来，一路赏着美景吹着海风非常惬意，人多热闹，很有异国风情。
158447615,2019.4.18 9:19,5,,Todemmy,新加坡的鱼尾狮像公园真是晚上赏夜景纳凉的好去处，海风吹起来很舒服，从克拉码头一路步行过来，休闲健身两不误，不愧是地标性建筑，非常美。
158434193,2019.4.17 0:31,4,,_WeCh****199758,最近鱼尾狮在修呢，去了也看不到，稍稍遗憾只有旁边小小只照相看看
158421542,2019.4.15 20:04,5,,多多,这里是比较旅行照的一个景点，基本也可以代表新加坡，算是标志建筑，大家都要用小狮子来凹造型。在这边能看到新加坡几大比较著名建筑：金沙或者大莲花，都可以远观一下下~从这里到教堂的路上还会遇见很多白色建筑，很有外国街头风，所以逛逛大街也是很好滴~总之到新加坡了总要来这里踩一脚，才不枉此行嘛
158416234,2019.4.15 17:16,5,,ebichu,很不错，小朋友很喜欢，下次还会再去。
158415950,2019.4.15 16:30,5,,co****ean,完全是中了台剧我可能不会爱你的毒才心心念念一定要来这里打卡拍照的……还是蛮好看的，白天很精致，晚上看很绚丽，水声很大，可观赏性十足！
158406256,2019.4.14 19:21,5,,渣子李先生,鱼尾狮公园位于新加坡的中心地带了，来往的游客非常的多，都是为了一睹新加坡地标建筑鱼尾狮。但是不巧的是，我是4月份来的，新加坡的标志鱼尾狮被围了起来，要进行维修，非常的遗憾，不过能看一下他后面的小的鱼尾狮也算不枉此行吧。对面就是金莎酒店，风景很美的。
158360335,2019.4.10 18:54,5,,happy young,现在在清洗维护，到五月才能看到的，去之前一定要确认下
158352540,2019.4.10 6:10,5,,njcpa000,非常特别的建筑，气候宜人，人流不断，从特别的角度拍照得到惊喜！值得的花时间花金钱！
158320232,2019.4.7 17:14,3,,HFAD,封起来了在装修，下月才开放。打卡的话不要白跑一趟了
158289059,2019.4.5 19:25,5,,Queenie劉,新加坡的著名景点之一必须要来呀~&#x0A;快傍晚的时候就从住的地方往这里溜达着，一直逛到天黑，在大桥上吹着风看着这座城市夜间繁华却不躁的样子，真的超舒服~&#x0A;喷水的鱼尾狮还有对面的滨海湾金沙酒店，还有超多好看的建筑，除了标准的游客照，风景和建筑还能这么拍，有趣又可爱！每次翻到这组照片都忍不住多看两眼哈哈~
158280876,2019.4.5 8:01,5,,老老倪,鱼尾狮像公园位于新加坡市内新加坡河畔，是新加坡的标志和象征。鱼尾狮像高8.6米，重70吨，石狮口中喷出一股清水，时缓时急。狮身用陶瓷鳞片，眼睛是红色小菜杯。夜晚眺望公园外海，船影朦胧盏灯闪烁，一派海国风光。
158191436,2019.3.24 16:26,5,,M515shunyi1618,鱼尾狮公园在新加坡河的河口新加坡的标志性景点，也是新加坡旅游的必到之地，可以晚上来夜景非常漂亮，吹着晚风边散步看着新加坡的夜景很惬意。
158164074,2019.3.21 7:09,5,,小眼镜张,"乘电梯可以直上狮子头部和嘴部,俯瞰整个圣陶沙岛"
158157625,2019.3.20 14:00,5,,一勺海盐yo,公园真的很好看，比起之前看过的照片还好看一些，体量感挺大的，走在这里挺舒服的。就是人比较多，不过也很正常，狮子像真的算是新加坡很标志的一个形象了，来了也必须来这里打卡。
158155073,2019.3.19 22:49,5,,flanclin,新加坡的标志和打卡点，其实没啥好看的
158153820,2019.3.19 21:44,5,,爱生活,鱼尾狮公园，1972年建成，新址坐落于新加坡滨海湾浮尔顿1号隔邻的填海地带，是新加坡面积最小的公园，公园里有一尊举世闻名的雕塑～鱼尾狮（新加坡共有3个鱼尾狮，此处为最大的一个，其余2个分别在花芭山和圣淘沙），高8米，重40吨，它是新加坡的标志和象征。鱼尾狮公园虽然不大，但周围滨海湾金沙酒店的标志性的空中花园及顶楼无边际游泳池，设计独具匠心，成为新加坡的亮丽名片；榴连状的歌剧院，更是把新加坡热带水果代表与建筑艺术的完美融合，与远处的摩天轮、莲花博物馆一起，成为广大游客游览新加坡必去的景点。
158129977,2019.3.16 20:39,5,,小眼镜张,鱼尾狮公园可是是新加坡的标志和象征啊。
158125442,2019.3.16 8:52,5,,真的假的假的,来新加坡，必须打卡的地方很多，但是鱼尾狮公园是排在第一名的拉。鱼尾狮和金沙酒店隔海相望，游人如织，拍照想找到合适的位置不容易，主要是人多。大鱼尾狮后面50米左右还有个小鱼尾狮很多人都不知道。过来拍拍照片，随便逛逛还是挺好的。
159024943,2019.3.15 16:27,0,,麻小薯,新加坡最出名的景点之一，每年来自全球一百多万的游客都会专程造访鱼尾狮公园，与世界著名的鱼尾狮拍照留念。&#x20;鱼尾狮是只鱼身狮头的虚构动物，它代表新加坡原本的名字，意味着狮子城，同时也象征新加坡在当今全球经济的力量。&#x20;公园内设有两座鱼尾狮，一大一小；高8.6米的狮子口中喷出一股清水，汇入新加坡河中，是我们与鱼尾狮合拍的经典对象。&#x20;在鱼尾狮可以拍许多错位照，发财水一定要记得喝哦！&#x20;交通：地铁NS线、EW线市政厅站（City&#x20;Hall），乘坐10、57、70、75等路公交车至Fullerton&#x20;Sq站&#x20;门票：免费&#x20;开放时间：全天
158100317,2019.3.12 16:07,5,,M30****3276,新加坡&#x20;的标志，观景台上永远人满为患，坐鸭子船时可以在水中近距离观看，拍几张角度不错的照片。晚上华灯初上之时，伴着徐徐微风，从滨海艺术中心经过一座桥，漫步到鱼尾狮广场，可以看到坡国的最美夜景。
158100601,2019.3.12 16:01,5,,M30****6151,新加坡地标，还是值得打卡。我们晚上八点左右到的，正好赶上对面金沙酒店的灯光表演。这个景点人相对比较多，看夜景还是不错。话说如果经济条件允许，可以住对面的金沙酒店，想必夜景会让人难忘。
158100406,2019.3.12 15:54,5,,M30****5430,鱼尾狮狮头的设计灵感来自于新加坡历史的一个传说。根据《马来纪年》的记载，公元14世纪时一位王子在海上航行时遇到风暴，船漂流到这个岛上，他一登陆就看到一只神奇的野兽，随从告诉他那是一只狮子。
158100375,2019.3.12 15:33,5,,M30****6779,鱼尾狮公园很小，其实新加坡每一个景点都不大，从鱼尾狮公园出来，就会经过小鱼尾狮公园，应该是狮子比大鱼尾狮小一号，所以这么命名吧。
158076504,2019.3.8 23:51,5,,9.46649E+13,新加坡标志性景点，打卡必来的地方，从对面的金沙沿途一路散步过来也不太远，鱼尾狮这里人超级多，各种游客摆拍，最常见的必须是张开嘴接着鱼尾狮喷出来的水吧！这里能远眺金沙酒店，上面的空中花园就像浮在空中的一艘船一般，可惜那两天天气太差，严重影响观景效果！
158057722,2019.3.5 23:02,5,,当地向导天津-金牌当地向导,鱼尾狮公园内设有站台、购物商店和饮食店供游人合照和休息，看台也能变成可容纳100名表演者的舞台，观众坐在阶梯上，就能背靠滨海湾，在星空下欣赏音乐会和精彩的表演。鱼尾狮公园的两尊大小鱼尾狮塑像是已故新加坡著名工匠林浪新先生用混凝土制作的。现为新加坡的标志性景点之一，代表新加坡形象的鱼尾狮吐出强劲有力的水柱。公园不大，一般都是来自四面八方的游客。因为临河临海，微风徐徐，在公园里散步也是非常惬意的。
158056266,2019.3.5 20:47,5,,馨馨宁宁,鱼尾狮是新加坡的象征，不能在新加坡访问时遗漏，大多数旅游团体都会来鱼尾狮公园，尤其是晚上，有一个桥可以在那拍照，背景就是金沙酒店，白天不适合到公园，没有树木遮阳。
