content,date,id,score,title,uid
人太多了！周二是第一批冲进去的，12点前搞定了想玩的，下午排了两个，还能接受，周五去晚了，10点才到门口，排队到崩溃。另外，环球的变形金刚是常规故障吗？去了两天，遇到两次故障。不花钱就花时间，二选一吧。,2019-07-23 11:45,159878018,4,,喵星人议事厅
去的时候人少，无限玩，体验很好！,2019-07-23 10:26,159878760,5,,M22****5274
信息打开二维码可以直接扫码入园，现买现用，新加坡的环境很干净，态度也好！吃饭很贵，节目丰富，人确实很多,2019-07-23 00:26,159876137,5,,_WeCh****747951
小朋友太细，很多项目玩不了，而且一个项目排队需要一个小时以上,2019-07-22 23:49,159874472,4,,yukilee1984
和我去过的其他地方不同，这个餐券不是指定的套餐，自己点，里面的饮食比国内的游乐园都便宜，一大一小订了两张竟然用不完，三个人两张就够了，不够加点现金就好,2019-07-22 20:59,159871862,5,,M35****590
带孩子尽量选择快捷票，入门无需换票，快捷手环也兑换方便。推荐,2019-07-22 17:47,159869937,5,,139****0450
快捷票有些贵，但很值，接近中午入园，N刷经典项目，还不会太累。,2019-07-22 17:45,159870328,5,,139****0450
买的是20选4的套票，去了环球影城、海洋馆、夜间动物园和摩天轮，环球影城比日本的小，项目也少一些，大的项目排队都在90分钟以上，建议开门后直接冲变形金刚、侏罗纪公园等大项目,2019-07-22 16:55,159868547,5,,e09****14
还不错，值得带孩子来玩，老人感觉不太适合。值得推荐过来游玩，要错开高峰期否则排队太多人。是新加坡值得旅游的一个景点。,2019-07-22 16:29,159866890,5,,逍遥龙
非常推荐，感受很好，9:30就可以进场，园区里面都没有人，抓紧时间完全可以先玩到两个项目，都不用排队的。,2019-07-22 15:54,159865908,5,,M31****0389
什么都好，就是关门有点早，8点，人很多，有些项目没有玩儿啊，有些遗憾,2019-07-22 15:14,159867424,4,,维维
玩的就是心跳的感觉，如果你可以就尽情的享受，存硬币的时候费用可真贵呀！以后再也不敢存了，不拿可惜！拿回来又觉得费用实在是贵贵贵,2019-07-22 13:05,159862303,5,,瞰世界 $_$(☆_☆)
人多，但很棒快捷票也很方便，最重要的是汉语交流，畅通无阻‍♀️,2019-07-22 12:49,159862509,5,,草鱼禾de太阳
很值得去玩一下，园区不大，但是布置合理。,2019-07-22 12:49,159863372,5,,蜡笔小倩
由于时间的原因，我们买了单次快速通行票，一定要打印出来，不然到现场打印就会浪费时间。虽然有的地方排队不长，不过有了通行证，真的是通行无阻。我们上午进场，下午4点左右所有的项目都已经玩好了。如果有特别喜欢的项目我觉得多次通行证也不错。,2019-07-22 12:26,159862012,5,,e05****57
订了携程的早鸟票，可以提前30分钟进去，变形金刚直接玩了，不排队真爽！靴子猫也刷了两次，带孩子到下午也玩了不少项目，挺好的。水世界表演很精彩！,2019-07-22 12:00,159862100,5,,E17****02
各景点都有兑换门票的地方，只要出示手机上的二维码截图。就不知道为什么摩天轮这里还要出示护照。,2019-07-22 08:53,159861041,5,,小胖晕晕
快捷票还是很有必要订的，每个项目排队不超过5分钟大大缩短等待时间，天气炎热无需等待很长时间，可以把所以项目基本上都玩到了。,2019-07-22 08:49,159860170,5,,Maxine清清
发送的电子票打不开联系了微领队才解决的,2019-07-22 01:19,159857608,5,,205****873
发送的电子票打不开联系了微领队才解决的,2019-07-22 01:19,159857895,5,,205****873
发送的电子票打不开联系了微领队才解决的,2019-07-22 01:19,159857485,5,,205****873
发送的电子票打不开，很麻烦后来联系了微领队才给我解决了,2019-07-22 01:18,159858655,5,,205****873
里面挺大，活动也挺丰富的，值得一去。,2019-07-22 00:16,159858844,4,,dou108
孩子只玩了三個項目，每個項目至少排隊30分鐘。街頭表演10分精彩，但與卡通人物拍照也需要排長龍。購買攜程的門券直接在環球影城門口兌換便可，10分方便。,2019-07-21 22:17,159857038,5,,my****_3
大小合适。。。。。。。。。。。,2019-07-21 21:57,159854802,5,,纸箱peng
取票很方便，里面配套不错，地方不大，慢悠悠佛系游玩也能刷到不少。,2019-07-21 21:20,159853700,5,,137****8105
新加坡最著名的打卡地之一&#x20;玩了一天&#x20;筋疲力尽&#x20;很刺激&#x20;各种过山车,2019-07-21 20:15,159853020,5,,M25****3947
小孩玩得很开心！里面分成几个园区，游戏很刺激有趣，好玩的游戏排队时间比较长，但可以买快速票。个过山车很刺激，总体感觉棒棒哒！,2019-07-21 19:43,159853171,5,,M61****542
打印直接刷码进入，非常方便，暑假快捷票非常必要，人很多很多,2019-07-21 16:42,159851431,5,,M26****3814
新加坡的环球影城好小，人超级多，热门项目排队基本2小时，好在排队基本都在室内，不会太热，不缺钱还是买快速票吧！,2019-07-21 15:35,159847505,5,,e30****14
人太多了。天气也热。跟国内的这些乐园啥的也差不多的。,2019-07-21 15:03,159848572,4,,大唯
去年和孩子去过一次，今年孩子还想去，证明还是很开心的，大人小孩都喜欢呢,2019-07-21 12:55,159847636,5,,希洪吉罗德
提前进入园区的感觉好极了所有的项目都非常喜欢，服务也是超级的棒。,2019-07-21 11:37,159845174,5,,画中世界春暖花开
值得去玩，特别是孩子们特别的开心,2019-07-21 10:38,159845922,5,,dar0857
旺季去环球影城，快捷票还是很需要的，否则一天走不了几个项目，而且新加坡常年炎热，排队会很烦躁。变形金刚和红白过山车最好，虽然没敢做白车，哈哈哈哈！,2019-07-21 09:03,159843649,5,,200****770
这里看着非常美，而且真的特别特别好玩哟！,2019-07-21 06:16,159842551,5,,蓝色海之域
游乐设施多，带孩子玩的很开心，好玩的项目都做了好几次，挺刺激的。,2019-07-20 23:22,159841052,5,,110****518
游乐设施多，带孩子玩的很开心！,2019-07-20 23:20,159840172,5,,110****518
太坑爹了，浪费啊啊啊啊啊啊啊啊,2019-07-20 22:32,159839294,1,,M07****31
9点20园区门口就排起了长队，我们在别人羡慕的眼光中9点半就悠闲的走入园区，并且有工作人员指引方向去马达加斯加和可爱的动物合影。然后！哈哈！妥妥的冲去变形金刚享受了第一波，出来后立马去双轨过山车，前两个必刷的项目几乎就没有排队啦！太棒的体验了！这个价格很值！,2019-07-20 22:01,159840040,5,,286****490
地方不大，不过排队没想象中久，还不错,2019-07-20 19:12,159835409,4,,企鹅宝贝2017
很有特色，满意，价格不贵，很好玩，干净卫生,2019-07-20 15:28,159832367,5,,Roywong
秒出票，在门口可直接刷码，非常方便,2019-07-20 15:21,159831273,5,,凌艳妈咪
玩得很开心，特别喜欢电影主题。建议进园买优先票，玩得更开心。,2019-07-20 14:22,159830473,5,,一芯Catherine
孩子很开心，就是有些累，要么安排2天时间玩，要么快捷门票一天,2019-07-20 11:42,159827692,5,,M45****300
我觉得如果不买快捷，还是安排2天玩，那样不会很赶也不会很累。如果计划一天还是要买快捷真的节省很多时间,2019-07-20 11:41,159827517,5,,M45****300
新加坡真的不大，环球影城肯定必玩，其实跟广州长隆是一样的，没有长隆大，总体还算可以啦，携程订票很方便，不用取票，只要扫电子门票上的条形码就能进去，本人很推荐要那个漂流，但是请注意，真的不用寄存包，首先存包一小时要四新加坡元，有点贵，超时还要再付。,2019-07-20 10:52,159828946,4,,清怡Yan
项目都很好玩，个人感觉比迪士尼更吸引。来不及买快速票，但一天时间基本所有项目都玩了个遍，最长的排队时间大概是2小时。,2019-07-20 09:29,159826417,5,,麦兜0320
好玩，园区不大，带孩子不会太累，木乃伊有点类似室内过山车，会有翻转之类的很刺激，变形金刚相对没那么刺激也很好玩，变形金刚旁边的旋转杯也很好玩，暑假每天排队的人都超多，可以考虑买快速票，不然一天玩不了几个项目。各种人物合影都要排队，要预先算好时间。,2019-07-20 08:51,159826863,5,,159****0221
非常喜欢适合亲子出游！完美的旅途需要惊喜，我们一家五口，两个老人玩的也挺嗨！,2019-07-20 08:33,159825905,5,,jul****s123
很便捷，价格也还可以……………,2019-07-20 08:31,159825218,5,,M37****997
刺激，精彩，服务人员也非常友善！,2019-07-20 08:09,159827423,5,,139****8107
方便，快速，不用排队！！！！！！,2019-07-20 06:18,159824300,5,,136****9327
园区很好很漂亮，大人小孩都很适合来玩。,2019-07-20 01:14,159823794,5,,M22****7460
非常满意的一次亲子游，由于是工作日去的，没有遇到排队现象，相比上海迪士尼那是轻松多了,2019-07-19 23:32,159823304,5,,熊格格的粑粑
孩子们最爱的地方，虽然小但是玩的很开心！购买了快速证，大项目都玩了一个遍孩子还没玩过瘾，娃最喜欢的就是变形金刚和太空堡垒，玩过一遍非要排队玩第二次，最后我实在是体力不支陪不了孩子继续玩，下次争取早点过去，电子门票入园太方便了！,2019-07-19 23:11,159824429,5,,M27****631
第一天就去了环球，超级过瘾！必须准备一整天才够！,2019-07-19 20:04,159822027,5,,xuz****429
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈jjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj,2019-07-19 16:34,159815917,5,,E01****73
比现场买票要便宜和方便，直接出示个二维码就可以入园，不用兑换纸质的票,2019-07-19 16:12,159817445,5,,Cherman敏b
不用兑换，直接打印凭证或者手机截图二维码可以直接入园，挺方便的，而且比现场买便宜很多,2019-07-19 16:01,159817729,5,,Cherman敏b
携程发的电子码和信息单，打印出来到现场问工作人员，工作人员也指示得不清晰，最后还是跟正常入园队伍一起排队入园，白白浪费12人1000多元的提前入园费用。回来问客服说不能退，感觉这点不太合理，用没用你们可以查到的，有点霸王条款的感觉，没办法，谁叫自己英文不好，沟通不了，自只能认了。希望携程注意并改善给客人的指示一定一定要清晰，不要耽误人家行程自己。,2019-07-19 15:57,159817253,1,,203****013
过山车很刺激，变形金刚很多人排队，要第一站就去那里，里面饭不太好吃，不过门票里面可以满20新币减5新币，那也不贵，最重要的一点，进园了，是可以暂时出来的，可以再进入，快速票没有必要买，不过看个人吧,2019-07-19 14:32,159815626,4,,M14****776
超级好玩好嘛&#x20;虽然小了一点点。但来新加坡必玩。木乃伊一定要玩！里面有的项目要存包&#x20;不过都是免费的。有免费时间！&#x20;,2019-07-19 10:28,159811774,5,,_WeCh****131174
新加坡环球影城不大，一天几乎刷了所有项目，你了解世界，我了解你&#x20;​必须要买快速票，要不然一个项目排2个小时，,2019-07-18 23:51,159807306,5,,黛斯国际michelle
.express一定要买&#x20;，但是买了快速券的也建议早点进园先去两个可能排长队但是又不能用快速的项目&#x20;，&#x20;小龙飞行学校&#x20;&amp;amp;寻宝奇兵&#x20;。变形金刚超刺激的玩了还想玩。,2019-07-18 16:38,159798984,4,,带着檬宝去旅行
共分为七大主题区，分别是：好莱坞、纽约、科幻城市、古埃及、失落的世界、遥远王国、马达加斯加。可以整整泡一天，下午热门项目排队会人少一点，中途可以出园在边上的美食城吃个饭，会在你的手上敲个印章作为标记。,2019-07-18 15:39,159798381,5,,新-云
到新加坡真的要去一下环球影城~好看好玩有意思。尤其是变形金刚，回国后还心心念念再想玩一次。注意避开节假日和周末噢，不然真的排队好久,2019-07-18 12:36,159795664,5,,_CFT01****9870060
环球影城已经不需要多说了，来了圣淘沙岛就必须来这里了，场地比较小，项目非常的集中，但是暑假里的平日人也是不少，不买快速通行证的话会错过很多表演和拍照，想全部玩到还是需要买快速通行证,2019-07-18 10:18,159795223,5,,MagicWangSJ
明星项目，玩了几天新加坡，还是圣淘沙有的玩，其他真的很枯燥无聊。。,2019-07-17 23:59,159788916,5,,Mandy
新加坡环球影城位于圣淘沙岛上，各个主题都很有意思，尤其推荐变形金刚和木乃伊，一定要去这两个，还有过山车也超级喜欢，过山车有两种形式的座椅，一种是脚下有底的，一种是脚下悬空的，各坐了一遍，觉得还是一体式座位脚下有底的刺激，因为可以头朝下沿轨道翻滚，脚下悬空的只是不停的转，有机会还会再去的。,2019-07-17 21:47,159787903,5,,格格
新加坡环球影城坐落于全球投资额最高、内容最丰富的顶级家庭旅游目的地圣淘沙名胜世界之内，其将推出24个过山车和景点，大部分景点为世界级的首创亮点或是特地为新加坡量身定造的，堪称环球影城的又一鸿篇巨制。环球影城24个景点和双轨过山车等项目中，有18个专为新加坡设计，全球独有的游乐项目，包括科幻影集太空堡垒(Battlestar&#x20;Galactica)为蓝本，高度达42.5米的双轨过山车；以及拥有3500个观众席、全球最多座位的未来水世界剧场等各种游乐项目。,2019-07-17 20:23,159788522,5,,陆lx6
继我2016年的时候在迪拜挑战极速过山车之后，那次给我的感觉一直心有余悸），这次来到新加坡环球影城又一次挑战了过山车，不过这个相较于之前的要慢，所以整体来说能够承受，而且新加坡环球影城其他的项目也很多，值得好好玩玩。,2019-07-17 20:10,159788330,4,,健康美丽的芳芳
游玩不说，但是票太难用，买六张票沟通半天不能放在一个文件里，检票的时候一个一个打开，太烦人了,2019-07-17 16:10,159781420,1,,M10****459
团队游的第二天来玩的，很多游戏设施，可惜儿子不敢玩。就看了表演和拍照。可以出来吃东西，只要在门口敲个掌就可以啦。还坐了轨道车去沙滩️玩了一小时，好晒…,2019-07-17 15:21,159783425,5,,bobosheng77
很好，环球影城真心不错，很喜欢,2019-07-17 14:01,159780490,5,,嘟嘟妈
很好，很好，就是有点热!!!!,2019-07-17 13:41,159780010,5,,胖人儿
很好玩和同学来过几次了呢哈哈哈哈,2019-07-17 06:22,159777326,5,,_WeCh****57974
一定要买快速票，不然排队排死人，一天都玩不了几个项目。我们排了第一个队用了半个小时，出来就买了快速票，提前买门票和快速票的联票比单独买优惠太多了。,2019-07-16 23:44,159774474,5,,苹果爸爸314
一家人带小孩去玩的，地方不算大，跑得也不多，就是等的时间太长了，在这里可以玩到晚，国内晚上要买夜间票了，这个还是挺好的,2019-07-16 22:47,159774744,4,,M32****5743
强烈推荐带小黄人钥匙扣的门票，小黄人好可爱，标价6.9新币，但携程门票也就比普通票贵十几元，很值得哟！,2019-07-16 19:53,159771001,5,,joan15t
